,addrcode,Year,Month,Cases
1151,1023,2015,6,6
1152,1023,2015,7,26
1153,1023,2015,8,24
1154,1023,2015,9,38
1155,1023,2015,10,68
1156,1023,2015,11,97
1157,1023,2015,12,57
1158,1023,2016,1,50
1159,1023,2016,2,16
1160,1023,2016,3,9
1161,1023,2016,4,1
1162,1023,2016,5,3
1163,1023,2016,6,2
1164,1023,2016,7,7
1165,1023,2016,8,5
1166,1023,2016,9,4
1167,1023,2016,10,10
1168,1023,2016,11,8
1169,1023,2016,12,12
1170,1023,2017,1,7
1171,1023,2017,2,5
1172,1023,2017,3,0
1173,1023,2017,4,8
1174,1023,2017,5,10
1175,1023,2017,6,16
1176,1023,2017,7,19
1177,1023,2017,8,35
1178,1023,2017,9,42
1179,1023,2017,10,27
1180,1023,2017,11,40
1181,1023,2017,12,23
1182,1023,2018,1,22
1183,1023,2018,2,16
1184,1023,2018,3,37
1185,1023,2018,4,14
1186,1023,2018,5,2
1187,1023,2018,6,0
1188,1024,2014,1,12
1189,1024,2014,2,6
1190,1024,2014,3,7
1191,1024,2014,4,3
1192,1024,2014,5,1
1193,1024,2014,6,3
1194,1024,2014,7,3
1195,1024,2014,8,4
1196,1024,2014,9,5
1197,1024,2014,10,16
1198,1024,2014,11,21
1199,1024,2014,12,8
1200,1024,2015,1,8
1201,1024,2015,2,13
1202,1024,2015,3,8
1203,1024,2015,4,14
1204,1024,2015,5,31
1205,1024,2015,6,13
1206,1024,2015,7,15
1207,1024,2015,8,39
1208,1024,2015,9,40
1209,1024,2015,10,81
1210,1024,2015,11,165
1211,1024,2015,12,69
1212,1024,2016,1,30
1213,1024,2016,2,11
1214,1024,2016,3,10
1215,1024,2016,4,6
1216,1024,2016,5,2
1217,1024,2016,6,2
1218,1024,2016,7,3
1219,1024,2016,8,8
1220,1024,2016,9,3
1221,1024,2016,10,5
1222,1024,2016,11,19
1223,1024,2016,12,9
1224,1024,2017,1,3
1225,1024,2017,2,5
1226,1024,2017,3,10
1227,1024,2017,4,6
1228,1024,2017,5,5
1229,1024,2017,6,6
1230,1024,2017,7,14
1231,1024,2017,8,16
1232,1024,2017,9,14
1233,1024,2017,10,13
1234,1024,2017,11,17
1235,1024,2017,12,16
1236,1024,2018,1,8
1237,1024,2018,2,2
1238,1024,2018,3,14
1239,1024,2018,4,7
1240,1024,2018,5,0
1241,1024,2018,6,0
1242,1025,2014,1,10
1243,1025,2014,2,11
1244,1025,2014,3,8
1245,1025,2014,4,3
1246,1025,2014,5,3
1247,1025,2014,6,7
1248,1025,2014,7,6
1249,1025,2014,8,3
1250,1025,2014,9,7
1251,1025,2014,10,1
1252,1025,2014,11,9
1253,1025,2014,12,3
1254,1025,2015,1,16
1255,1025,2015,2,4
1256,1025,2015,3,7
1257,1025,2015,4,11
1258,1025,2015,5,20
1259,1025,2015,6,23
1260,1025,2015,7,48
1261,1025,2015,8,71
1262,1025,2015,9,61
1263,1025,2015,10,123
1264,1025,2015,11,215
1265,1025,2015,12,106
1266,1025,2016,1,49
1267,1025,2016,2,12
1268,1025,2016,3,12
1269,1025,2016,4,2
1270,1025,2016,5,1
1271,1025,2016,6,1
1272,1025,2016,7,13
1273,1025,2016,8,9
1274,1025,2016,9,9
1275,1025,2016,10,12
1276,1025,2016,11,11
1277,1025,2016,12,11
1278,1025,2017,1,4
1279,1025,2017,2,2
1280,1025,2017,3,4
1281,1025,2017,4,9
1282,1025,2017,5,2
1283,1025,2017,6,18
1284,1025,2017,7,37
1285,1025,2017,8,29
1286,1025,2017,9,33
1287,1025,2017,10,35
1288,1025,2017,11,18
1289,1025,2017,12,11
1290,1025,2018,1,7
1291,1025,2018,2,11
1292,1025,2018,3,4
1293,1025,2018,4,5
1294,1025,2018,5,5
1295,1025,2018,6,0
1296,1026,2014,1,12
1297,1026,2014,2,10
1298,1026,2014,3,11
1299,1026,2014,4,6
1300,1026,2014,5,3
1301,1026,2014,6,4
1302,1026,2014,7,9
1303,1026,2014,8,14
1304,1026,2014,9,17
1305,1026,2014,10,27
1306,1026,2014,11,43
1307,1026,2014,12,20
1308,1026,2015,1,21
1309,1026,2015,2,22
1310,1026,2015,3,18
1311,1026,2015,4,13
1312,1026,2015,5,30
1313,1026,2015,6,26
1314,1026,2015,7,34
1315,1026,2015,8,40
1316,1026,2015,9,37
1317,1026,2015,10,88
1318,1026,2015,11,191
1319,1026,2015,12,83
1320,1026,2016,1,41
1321,1026,2016,2,24
1322,1026,2016,3,10
1323,1026,2016,4,10
1324,1026,2016,5,1
1325,1026,2016,6,4
1326,1026,2016,7,20
1327,1026,2016,8,26
1328,1026,2016,9,27
1329,1026,2016,10,37
1330,1026,2016,11,37
1331,1026,2016,12,28
1332,1026,2017,1,12
1333,1026,2017,2,6
1334,1026,2017,3,6
1335,1026,2017,4,6
1336,1026,2017,5,10
1337,1026,2017,6,33
1338,1026,2017,7,49
1339,1026,2017,8,43
1340,1026,2017,9,61
1341,1026,2017,10,59
1342,1026,2017,11,58
1343,1026,2017,12,23
1344,1026,2018,1,10
1345,1026,2018,2,6
1346,1026,2018,3,8
1347,1026,2018,4,20
1348,1026,2018,5,9
1349,1026,2018,6,0
1350,1027,2014,1,8
1351,1027,2014,2,6
1352,1027,2014,3,7
1353,1027,2014,4,1
1354,1027,2014,5,3
1355,1027,2014,6,1
1356,1027,2014,7,4
1357,1027,2014,8,11
1358,1027,2014,9,11
1359,1027,2014,10,19
1360,1027,2014,11,23
1361,1027,2014,12,4
1362,1027,2015,1,15
1363,1027,2015,2,10
1364,1027,2015,3,6
1365,1027,2015,4,4
1366,1027,2015,5,10
1367,1027,2015,6,14
1368,1027,2015,7,20
1369,1027,2015,8,22
1370,1027,2015,9,44
1371,1027,2015,10,71
1372,1027,2015,11,112
1373,1027,2015,12,64
1374,1027,2016,1,40
1375,1027,2016,2,14
1376,1027,2016,3,3
1377,1027,2016,4,4
1378,1027,2016,5,0
1379,1027,2016,6,0
1380,1027,2016,7,6
1381,1027,2016,8,16
1382,1027,2016,9,15
1383,1027,2016,10,23
1384,1027,2016,11,18
1385,1027,2016,12,11
1386,1027,2017,1,8
1387,1027,2017,2,7
1388,1027,2017,3,4
1389,1027,2017,4,3
1390,1027,2017,5,3
1391,1027,2017,6,19
1392,1027,2017,7,32
1393,1027,2017,8,21
1394,1027,2017,9,20
1395,1027,2017,10,16
1396,1027,2017,11,11
1397,1027,2017,12,7
1398,1027,2018,1,5
1399,1027,2018,2,5
1400,1027,2018,3,8
1401,1027,2018,4,11
1402,1027,2018,5,4
1403,1027,2018,6,0
1404,1028,2014,1,8
1405,1028,2014,2,4
1406,1028,2014,3,5
1407,1028,2014,4,2
1408,1028,2014,5,0
1409,1028,2014,6,3
1410,1028,2014,7,4
1411,1028,2014,8,11
1412,1028,2014,9,7
1413,1028,2014,10,8
1414,1028,2014,11,20
1415,1028,2014,12,6
1416,1028,2015,1,11
1417,1028,2015,2,3
1418,1028,2015,3,5
1419,1028,2015,4,4
1420,1028,2015,5,17
1421,1028,2015,6,22
1422,1028,2015,7,21
1423,1028,2015,8,18
1424,1028,2015,9,27
1425,1028,2015,10,24
1426,1028,2015,11,66
1427,1028,2015,12,32
1428,1028,2016,1,20
1429,1028,2016,2,11
1430,1028,2016,3,9
1431,1028,2016,4,5
1432,1028,2016,5,1
1433,1028,2016,6,1
1434,1028,2016,7,4
1435,1028,2016,8,3
1436,1028,2016,9,16
1437,1028,2016,10,21
1438,1028,2016,11,15
1439,1028,2016,12,15
1440,1028,2017,1,7
1441,1028,2017,2,1
1442,1028,2017,3,2
1443,1028,2017,4,1
1444,1028,2017,5,0
1445,1028,2017,6,2
1446,1028,2017,7,1
1447,1028,2017,8,9
1448,1028,2017,9,10
1449,1028,2017,10,10
1450,1028,2017,11,15
1451,1028,2017,12,2
1452,1028,2018,1,4
1453,1028,2018,2,9
1454,1028,2018,3,8
1455,1028,2018,4,6
1456,1028,2018,5,10
1457,1028,2018,6,0
1458,1029,2014,1,0
1459,1029,2014,2,0
1460,1029,2014,3,0
1461,1029,2014,4,1
1462,1029,2014,5,0
1463,1029,2014,6,0
1464,1029,2014,7,1
1465,1029,2014,8,1
1466,1029,2014,9,0
1467,1029,2014,10,0
1468,1029,2014,11,1
1469,1029,2014,12,1
1470,1029,2015,1,1
1471,1029,2015,2,1
1472,1029,2015,3,1
1473,1029,2015,4,1
1474,1029,2015,5,0
1475,1029,2015,6,1
1476,1029,2015,7,1
1477,1029,2015,8,9
1478,1029,2015,9,3
1479,1029,2015,10,10
1480,1029,2015,11,34
1481,1029,2015,12,12
1482,1029,2016,1,10
1483,1029,2016,2,2
1484,1029,2016,3,2
1485,1029,2016,4,3
1486,1029,2016,5,0
1487,1029,2016,6,1
1488,1029,2016,7,3
1489,1029,2016,8,3
1490,1029,2016,9,1
1491,1029,2016,10,0
1492,1029,2016,11,1
1493,1029,2016,12,3
1494,1029,2017,1,0
1495,1029,2017,2,0
1496,1029,2017,3,3
1497,1029,2017,4,0
1498,1029,2017,5,3
1499,1029,2017,6,2
1500,1029,2017,7,10
1501,1029,2017,8,5
1502,1029,2017,9,2
1503,1029,2017,10,4
1504,1029,2017,11,3
1505,1029,2017,12,2
1506,1029,2018,1,2
1507,1029,2018,2,0
1508,1029,2018,3,0
1509,1029,2018,4,3
1510,1029,2018,5,0
1511,1029,2018,6,0
1512,1030,2014,1,5
1513,1030,2014,2,7
1514,1030,2014,3,5
1515,1030,2014,4,6
1516,1030,2014,5,4
1517,1030,2014,6,9
1518,1030,2014,7,13
1519,1030,2014,8,25
1520,1030,2014,9,27
1521,1030,2014,10,26
1522,1030,2014,11,19
1523,1030,2014,12,16
1524,1030,2015,1,18
1525,1030,2015,2,19
1526,1030,2015,3,7
1527,1030,2015,4,7
1528,1030,2015,5,24
1529,1030,2015,6,39
1530,1030,2015,7,51
1531,1030,2015,8,113
1532,1030,2015,9,97
1533,1030,2015,10,203
1534,1030,2015,11,374
1535,1030,2015,12,117
1536,1030,2016,1,57
1537,1030,2016,2,12
1538,1030,2016,3,6
1539,1030,2016,4,7
1540,1030,2016,5,2
1541,1030,2016,6,4
1542,1030,2016,7,22
1543,1030,2016,8,18
1544,1030,2016,9,20
1545,1030,2016,10,32
1546,1030,2016,11,32
1547,1030,2016,12,33
1548,1030,2017,1,14
1549,1030,2017,2,11
1550,1030,2017,3,9
1551,1030,2017,4,11
1552,1030,2017,5,13
1553,1030,2017,6,42
1554,1030,2017,7,89
1555,1030,2017,8,65
1556,1030,2017,9,61
1557,1030,2017,10,40
1558,1030,2017,11,35
1559,1030,2017,12,27
1560,1030,2018,1,14
1561,1030,2018,2,15
1562,1030,2018,3,12
1563,1030,2018,4,13
1564,1030,2018,5,5
1565,1030,2018,6,0
1566,1031,2014,1,16
1567,1031,2014,2,14
1568,1031,2014,3,16
1569,1031,2014,4,3
1570,1031,2014,5,6
1571,1031,2014,6,4
1572,1031,2014,7,3
1573,1031,2014,8,9
1574,1031,2014,9,19
1575,1031,2014,10,10
1576,1031,2014,11,33
1577,1031,2014,12,21
1578,1031,2015,1,32
1579,1031,2015,2,23
1580,1031,2015,3,7
1581,1031,2015,4,9
1582,1031,2015,5,30
1583,1031,2015,6,15
1584,1031,2015,7,23
1585,1031,2015,8,34
1586,1031,2015,9,34
1587,1031,2015,10,59
1588,1031,2015,11,114
1589,1031,2015,12,55
1590,1031,2016,1,37
1591,1031,2016,2,13
1592,1031,2016,3,4
1593,1031,2016,4,7
1594,1031,2016,5,2
1595,1031,2016,6,2
1596,1031,2016,7,1
1597,1031,2016,8,4
1598,1031,2016,9,17
1599,1031,2016,10,14
1600,1031,2016,11,9
1601,1031,2016,12,14
1602,1031,2017,1,7
1603,1031,2017,2,5
1604,1031,2017,3,0
1605,1031,2017,4,3
1606,1031,2017,5,3
1607,1031,2017,6,4
1608,1031,2017,7,7
1609,1031,2017,8,5
1610,1031,2017,9,17
1611,1031,2017,10,10
1612,1031,2017,11,9
1613,1031,2017,12,11
1614,1031,2018,1,8
1615,1031,2018,2,2
1616,1031,2018,3,10
1617,1031,2018,4,12
1618,1031,2018,5,6
1619,1031,2018,6,0
1620,1032,2014,1,7
1621,1032,2014,2,4
1622,1032,2014,3,8
1623,1032,2014,4,5
1624,1032,2014,5,3
1625,1032,2014,6,6
1626,1032,2014,7,7
1627,1032,2014,8,13
1628,1032,2014,9,18
1629,1032,2014,10,10
1630,1032,2014,11,14
1631,1032,2014,12,9
1632,1032,2015,1,22
1633,1032,2015,2,14
1634,1032,2015,3,15
1635,1032,2015,4,18
1636,1032,2015,5,31
1637,1032,2015,6,31
1638,1032,2015,7,37
1639,1032,2015,8,79
1640,1032,2015,9,102
1641,1032,2015,10,147
1642,1032,2015,11,203
1643,1032,2015,12,78
1644,1032,2016,1,33
1645,1032,2016,2,29
1646,1032,2016,3,18
1647,1032,2016,4,6
1648,1032,2016,5,2
1649,1032,2016,6,4
1650,1032,2016,7,4
1651,1032,2016,8,8
1652,1032,2016,9,9
1653,1032,2016,10,13
1654,1032,2016,11,17
1655,1032,2016,12,17
1656,1032,2017,1,7
1657,1032,2017,2,6
1658,1032,2017,3,5
1659,1032,2017,4,7
1660,1032,2017,5,8
1661,1032,2017,6,7
1662,1032,2017,7,25
1663,1032,2017,8,15
1664,1032,2017,9,17
1665,1032,2017,10,15
1666,1032,2017,11,13
1667,1032,2017,12,11
1668,1032,2018,1,8
1669,1032,2018,2,5
1670,1032,2018,3,12
1671,1032,2018,4,12
1672,1032,2018,5,2
1673,1032,2018,6,0
1674,1033,2014,1,14
1675,1033,2014,2,4
1676,1033,2014,3,3
1677,1033,2014,4,6
1678,1033,2014,5,7
1679,1033,2014,6,6
1680,1033,2014,7,7
1681,1033,2014,8,7
1682,1033,2014,9,5
1683,1033,2014,10,1
1684,1033,2014,11,13
1685,1033,2014,12,6
1686,1033,2015,1,16
1687,1033,2015,2,12
1688,1033,2015,3,19
1689,1033,2015,4,10
1690,1033,2015,5,23
1691,1033,2015,6,25
1692,1033,2015,7,23
1693,1033,2015,8,43
1694,1033,2015,9,45
1695,1033,2015,10,67
1696,1033,2015,11,115
1697,1033,2015,12,48
1698,1033,2016,1,38
1699,1033,2016,2,18
1700,1033,2016,3,3
1701,1033,2016,4,10
1702,1033,2016,5,4
1703,1033,2016,6,5
1704,1033,2016,7,11
1705,1033,2016,8,18
1706,1033,2016,9,14
1707,1033,2016,10,16
1708,1033,2016,11,14
1709,1033,2016,12,11
1710,1033,2017,1,7
1711,1033,2017,2,4
1712,1033,2017,3,5
1713,1033,2017,4,2
1714,1033,2017,5,9
1715,1033,2017,6,25
1716,1033,2017,7,21
1717,1033,2017,8,37
1718,1033,2017,9,19
1719,1033,2017,10,28
1720,1033,2017,11,32
1721,1033,2017,12,31
1722,1033,2018,1,13
1723,1033,2018,2,9
1724,1033,2018,3,12
1725,1033,2018,4,13
1726,1033,2018,5,4
1727,1033,2018,6,0
1728,1034,2014,1,6
1729,1034,2014,2,2
1730,1034,2014,3,4
1731,1034,2014,4,0
1732,1034,2014,5,8
1733,1034,2014,6,4
1734,1034,2014,7,8
1735,1034,2014,8,10
1736,1034,2014,9,21
1737,1034,2014,10,16
1738,1034,2014,11,18
1739,1034,2014,12,12
1740,1034,2015,1,13
1741,1034,2015,2,7
1742,1034,2015,3,11
1743,1034,2015,4,21
1744,1034,2015,5,38
1745,1034,2015,6,32
1746,1034,2015,7,48
1747,1034,2015,8,104
1748,1034,2015,9,82
1749,1034,2015,10,153
1750,1034,2015,11,269
1751,1034,2015,12,94
1752,1034,2016,1,65
1753,1034,2016,2,25
1754,1034,2016,3,17
1755,1034,2016,4,4
1756,1034,2016,5,1
1757,1034,2016,6,3
1758,1034,2016,7,10
1759,1034,2016,8,12
1760,1034,2016,9,15
1761,1034,2016,10,21
1762,1034,2016,11,15
1763,1034,2016,12,14
1764,1034,2017,1,13
1765,1034,2017,2,7
1766,1034,2017,3,6
1767,1034,2017,4,9
1768,1034,2017,5,12
1769,1034,2017,6,12
1770,1034,2017,7,35
1771,1034,2017,8,25
1772,1034,2017,9,29
1773,1034,2017,10,29
1774,1034,2017,11,56
1775,1034,2017,12,13
1776,1034,2018,1,16
1777,1034,2018,2,12
1778,1034,2018,3,16
1779,1034,2018,4,18
1780,1034,2018,5,5
1781,1034,2018,6,0
1782,1035,2014,1,11
1783,1035,2014,2,8
1784,1035,2014,3,10
1785,1035,2014,4,8
1786,1035,2014,5,9
1787,1035,2014,6,4
1788,1035,2014,7,3
1789,1035,2014,8,4
1790,1035,2014,9,1
1791,1035,2014,10,15
1792,1035,2014,11,31
1793,1035,2014,12,19
1794,1035,2015,1,32
1795,1035,2015,2,26
1796,1035,2015,3,17
1797,1035,2015,4,20
1798,1035,2015,5,21
1799,1035,2015,6,17
1800,1035,2015,7,20
1801,1035,2015,8,49
1802,1035,2015,9,64
1803,1035,2015,10,116
1804,1035,2015,11,219
1805,1035,2015,12,123
1806,1035,2016,1,87
1807,1035,2016,2,32
1808,1035,2016,3,21
1809,1035,2016,4,9
1810,1035,2016,5,2
1811,1035,2016,6,3
1812,1035,2016,7,9
1813,1035,2016,8,4
1814,1035,2016,9,4
1815,1035,2016,10,12
1816,1035,2016,11,9
1817,1035,2016,12,15
1818,1035,2017,1,16
1819,1035,2017,2,12
1820,1035,2017,3,9
1821,1035,2017,4,15
1822,1035,2017,5,14
1823,1035,2017,6,19
1824,1035,2017,7,31
1825,1035,2017,8,27
1826,1035,2017,9,29
1827,1035,2017,10,18
1828,1035,2017,11,26
1829,1035,2017,12,29
1830,1035,2018,1,19
1831,1035,2018,2,13
1832,1035,2018,3,35
1833,1035,2018,4,30
1834,1035,2018,5,2
1835,1035,2018,6,0
1836,1036,2014,1,1
1837,1036,2014,2,5
1838,1036,2014,3,5
1839,1036,2014,4,1
1840,1036,2014,5,3
1841,1036,2014,6,5
1842,1036,2014,7,6
1843,1036,2014,8,7
1844,1036,2014,9,11
1845,1036,2014,10,16
1846,1036,2014,11,27
1847,1036,2014,12,12
1848,1036,2015,1,15
1849,1036,2015,2,10
1850,1036,2015,3,8
1851,1036,2015,4,7
1852,1036,2015,5,12
1853,1036,2015,6,17
1854,1036,2015,7,31
1855,1036,2015,8,63
1856,1036,2015,9,58
1857,1036,2015,10,109
1858,1036,2015,11,183
1859,1036,2015,12,61
1860,1036,2016,1,36
1861,1036,2016,2,12
1862,1036,2016,3,6
1863,1036,2016,4,6
1864,1036,2016,5,4
1865,1036,2016,6,1
1866,1036,2016,7,13
1867,1036,2016,8,20
1868,1036,2016,9,14
1869,1036,2016,10,16
1870,1036,2016,11,9
1871,1036,2016,12,7
1872,1036,2017,1,8
1873,1036,2017,2,2
1874,1036,2017,3,3
1875,1036,2017,4,7
1876,1036,2017,5,4
1877,1036,2017,6,11
1878,1036,2017,7,16
1879,1036,2017,8,19
1880,1036,2017,9,15
1881,1036,2017,10,11
1882,1036,2017,11,21
1883,1036,2017,12,5
1884,1036,2018,1,8
1885,1036,2018,2,6
1886,1036,2018,3,9
1887,1036,2018,4,9
1888,1036,2018,5,2
1889,1036,2018,6,0
1890,1037,2014,1,4
1891,1037,2014,2,5
1892,1037,2014,3,5
1893,1037,2014,4,2
1894,1037,2014,5,2
1895,1037,2014,6,2
1896,1037,2014,7,7
1897,1037,2014,8,7
1898,1037,2014,9,10
1899,1037,2014,10,10
1900,1037,2014,11,24
1901,1037,2014,12,8
1902,1037,2015,1,5
1903,1037,2015,2,8
1904,1037,2015,3,2
1905,1037,2015,4,3
1906,1037,2015,5,22
1907,1037,2015,6,19
1908,1037,2015,7,31
1909,1037,2015,8,39
1910,1037,2015,9,38
1911,1037,2015,10,56
1912,1037,2015,11,93
1913,1037,2015,12,36
1914,1037,2016,1,21
1915,1037,2016,2,5
1916,1037,2016,3,3
1917,1037,2016,4,5
1918,1037,2016,5,0
1919,1037,2016,6,2
1920,1037,2016,7,10
1921,1037,2016,8,12
1922,1037,2016,9,24
1923,1037,2016,10,23
1924,1037,2016,11,5
1925,1037,2016,12,6
1926,1037,2017,1,12
1927,1037,2017,2,1
1928,1037,2017,3,3
1929,1037,2017,4,5
1930,1037,2017,5,1
1931,1037,2017,6,11
1932,1037,2017,7,24
1933,1037,2017,8,12
1934,1037,2017,9,11
1935,1037,2017,10,4
1936,1037,2017,11,12
1937,1037,2017,12,11
1938,1037,2018,1,4
1939,1037,2018,2,3
1940,1037,2018,3,5
1941,1037,2018,4,8
1942,1037,2018,5,3
1943,1037,2018,6,0
1944,1038,2014,1,9
1945,1038,2014,2,6
1946,1038,2014,3,6
1947,1038,2014,4,1
1948,1038,2014,5,2
1949,1038,2014,6,4
1950,1038,2014,7,16
1951,1038,2014,8,8
1952,1038,2014,9,10
1953,1038,2014,10,13
1954,1038,2014,11,26
1955,1038,2014,12,11
1956,1038,2015,1,11
1957,1038,2015,2,4
1958,1038,2015,3,2
1959,1038,2015,4,2
1960,1038,2015,5,19
1961,1038,2015,6,30
1962,1038,2015,7,36
1963,1038,2015,8,78
1964,1038,2015,9,96
1965,1038,2015,10,184
1966,1038,2015,11,280
1967,1038,2015,12,109
1968,1038,2016,1,35
1969,1038,2016,2,14
1970,1038,2016,3,9
1971,1038,2016,4,4
1972,1038,2016,5,2
1973,1038,2016,6,4
1974,1038,2016,7,17
1975,1038,2016,8,17
1976,1038,2016,9,13
1977,1038,2016,10,21
1978,1038,2016,11,27
1979,1038,2016,12,23
1980,1038,2017,1,10
1981,1038,2017,2,8
1982,1038,2017,3,4
1983,1038,2017,4,2
1984,1038,2017,5,3
1985,1038,2017,6,16
1986,1038,2017,7,43
1987,1038,2017,8,39
1988,1038,2017,9,42
1989,1038,2017,10,31
1990,1038,2017,11,42
1991,1038,2017,12,25
1992,1038,2018,1,5
1993,1038,2018,2,6
1994,1038,2018,3,6
1995,1038,2018,4,25
1996,1038,2018,5,14
1997,1038,2018,6,0
1998,1039,2014,1,7
1999,1039,2014,2,3
2000,1039,2014,3,6
2001,1039,2014,4,4
2002,1039,2014,5,2
2003,1039,2014,6,3
2004,1039,2014,7,11
2005,1039,2014,8,10
2006,1039,2014,9,6
2007,1039,2014,10,10
2008,1039,2014,11,22
2009,1039,2014,12,9
2010,1039,2015,1,13
2011,1039,2015,2,6
2012,1039,2015,3,6
2013,1039,2015,4,8
2014,1039,2015,5,32
2015,1039,2015,6,33
2016,1039,2015,7,30
2017,1039,2015,8,75
2018,1039,2015,9,83
2019,1039,2015,10,95
2020,1039,2015,11,170
2021,1039,2015,12,64
2022,1039,2016,1,32
2023,1039,2016,2,8
2024,1039,2016,3,4
2025,1039,2016,4,5
2026,1039,2016,5,4
2027,1039,2016,6,2
2028,1039,2016,7,12
2029,1039,2016,8,8
2030,1039,2016,9,8
2031,1039,2016,10,18
2032,1039,2016,11,29
2033,1039,2016,12,21
2034,1039,2017,1,16
2035,1039,2017,2,6
2036,1039,2017,3,1
2037,1039,2017,4,6
2038,1039,2017,5,4
2039,1039,2017,6,17
2040,1039,2017,7,38
2041,1039,2017,8,16
2042,1039,2017,9,26
2043,1039,2017,10,27
2044,1039,2017,11,28
2045,1039,2017,12,23
2046,1039,2018,1,11
2047,1039,2018,2,2
2048,1039,2018,3,11
2049,1039,2018,4,7
2050,1039,2018,5,2
2051,1039,2018,6,0
2052,1040,2014,1,9
2053,1040,2014,2,20
2054,1040,2014,3,6
2055,1040,2014,4,5
2056,1040,2014,5,2
2057,1040,2014,6,10
2058,1040,2014,7,10
2059,1040,2014,8,10
2060,1040,2014,9,13
2061,1040,2014,10,14
2062,1040,2014,11,25
2063,1040,2014,12,20
2064,1040,2015,1,19
2065,1040,2015,2,6
2066,1040,2015,3,1
2067,1040,2015,4,3
2068,1040,2015,5,15
2069,1040,2015,6,15
2070,1040,2015,7,36
2071,1040,2015,8,58
2072,1040,2015,9,54
2073,1040,2015,10,92
2074,1040,2015,11,209
2075,1040,2015,12,138
2076,1040,2016,1,78
2077,1040,2016,2,33
2078,1040,2016,3,15
2079,1040,2016,4,5
2080,1040,2016,5,1
2081,1040,2016,6,3
2082,1040,2016,7,5
2083,1040,2016,8,6
2084,1040,2016,9,3
2085,1040,2016,10,7
2086,1040,2016,11,6
2087,1040,2016,12,10
2088,1040,2017,1,7
2089,1040,2017,2,8
2090,1040,2017,3,3
2091,1040,2017,4,4
2092,1040,2017,5,9
2093,1040,2017,6,10
2094,1040,2017,7,42
2095,1040,2017,8,27
2096,1040,2017,9,25
2097,1040,2017,10,27
2098,1040,2017,11,34
2099,1040,2017,12,31
2100,1040,2018,1,31
2101,1040,2018,2,23
2102,1040,2018,3,20
2103,1040,2018,4,8
2104,1040,2018,5,2
2105,1040,2018,6,0
2106,1041,2014,1,3
2107,1041,2014,2,7
2108,1041,2014,3,3
2109,1041,2014,4,1
2110,1041,2014,5,3
2111,1041,2014,6,7
2112,1041,2014,7,10
2113,1041,2014,8,11
2114,1041,2014,9,14
2115,1041,2014,10,11
2116,1041,2014,11,7
2117,1041,2014,12,2
2118,1041,2015,1,15
2119,1041,2015,2,12
2120,1041,2015,3,9
2121,1041,2015,4,4
2122,1041,2015,5,11
2123,1041,2015,6,14
2124,1041,2015,7,20
2125,1041,2015,8,54
2126,1041,2015,9,44
2127,1041,2015,10,97
2128,1041,2015,11,153
2129,1041,2015,12,68
2130,1041,2016,1,31
2131,1041,2016,2,7
2132,1041,2016,3,5
2133,1041,2016,4,4
2134,1041,2016,5,2
2135,1041,2016,6,2
2136,1041,2016,7,10
2137,1041,2016,8,10
2138,1041,2016,9,8
2139,1041,2016,10,4
2140,1041,2016,11,14
2141,1041,2016,12,4
2142,1041,2017,1,2
2143,1041,2017,2,4
2144,1041,2017,3,2
2145,1041,2017,4,6
2146,1041,2017,5,8
2147,1041,2017,6,9
2148,1041,2017,7,23
2149,1041,2017,8,14
2150,1041,2017,9,17
2151,1041,2017,10,16
2152,1041,2017,11,12
2153,1041,2017,12,11
2154,1041,2018,1,4
2155,1041,2018,2,5
2156,1041,2018,3,10
2157,1041,2018,4,10
2158,1041,2018,5,1
2159,1041,2018,6,0
2160,1042,2014,1,6
2161,1042,2014,2,6
2162,1042,2014,3,2
2163,1042,2014,4,6
2164,1042,2014,5,8
2165,1042,2014,6,6
2166,1042,2014,7,6
2167,1042,2014,8,13
2168,1042,2014,9,15
2169,1042,2014,10,18
2170,1042,2014,11,17
2171,1042,2014,12,7
2172,1042,2015,1,6
2173,1042,2015,2,3
2174,1042,2015,3,5
2175,1042,2015,4,5
2176,1042,2015,5,26
2177,1042,2015,6,29
2178,1042,2015,7,48
2179,1042,2015,8,82
2180,1042,2015,9,73
2181,1042,2015,10,91
2182,1042,2015,11,126
2183,1042,2015,12,67
2184,1042,2016,1,26
2185,1042,2016,2,10
2186,1042,2016,3,6
2187,1042,2016,4,1
2188,1042,2016,5,1
2189,1042,2016,6,1
2190,1042,2016,7,8
2191,1042,2016,8,14
2192,1042,2016,9,9
2193,1042,2016,10,17
2194,1042,2016,11,8
2195,1042,2016,12,2
2196,1042,2017,1,3
2197,1042,2017,2,1
2198,1042,2017,3,3
2199,1042,2017,4,3
2200,1042,2017,5,1
2201,1042,2017,6,10
2202,1042,2017,7,21
2203,1042,2017,8,11
2204,1042,2017,9,13
2205,1042,2017,10,23
2206,1042,2017,11,20
2207,1042,2017,12,10
2208,1042,2018,1,9
2209,1042,2018,2,5
2210,1042,2018,3,4
2211,1042,2018,4,2
2212,1042,2018,5,1
2213,1042,2018,6,0
2214,1043,2014,1,1
2215,1043,2014,2,7
2216,1043,2014,3,1
2217,1043,2014,4,2
2218,1043,2014,5,6
2219,1043,2014,6,0
2220,1043,2014,7,8
2221,1043,2014,8,5
2222,1043,2014,9,5
2223,1043,2014,10,7
2224,1043,2014,11,10
2225,1043,2014,12,6
